"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
758178,390339,LANCASTER MEDICAL CENTER,2160 STATE ROAD,LANCASTER,PA,17601,,25420,U,STH,1,2,12/06/2022,06/30/2023,293.26,,,2901,34,9558,100,20700,,581,7,2100,100,,2339,29,8357,88,18216,,581,7,2100,2126281,472071,2318248,3230501,30245068,75288897,17971556,103337856,115453461,136497557,251951018,6194071,,30245068,2225104,,,1800,,,60092671,-41688703,2695217,1373319,26757,-418037969,16144872,,317592203,,,62131986,,,376958150,,-15842688,-15842688,-56922507,4038846,4456468,,,,4139666,12634980,,2082331,,,2082331,14717311,-71639818,-71639818,-56922507,,,4966679,,32780,0.0264,,,121435887,136680266,258116153,193759390,64356763,105533965,-41177202,573815,-40603387,,-40603387,0.410151,14513359,37609592,,
758595,460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102-1507,SALT LAKE,41620,U,STH,1,2,05/01/2023,06/30/2023,61.12,0.96,,218,29,1024,102,6222,,62,14,295,138,,106,11,393,82,5002,,62,14,295,474092,,474092,1543492,5345145,10671089,1113295,22062966,22198832,26152937,48351769,1082254,,5345145,227752,,,-819555,,,39234527,-22457727,5340225,1303244,,-342062,,,,1262498,12062,163420884,,,162488806,,114558,114558,162261302,4648084,-31875,103121,5635761,,,10355091,,150511148,,,150511148,160866239,1395063,1395063,162261302,,,919648,,27245,0.1185,909439,5623,22198290,26153482,48351772,31057887,17293885,16016236,1277649,117414,1395063,,1395063,0.456301,855561,4218620,,
759187,140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN AVENUE,WATSEKA,IL,60970,,99914,R,STH,1,2,10/01/2022,07/16/2023,150.9,,,326,19,774,25,7225,,114,13,330,61,,317,19,719,25,7225,,114,13,330,108936,1639808,773356,6460265,11797105,15613336,1178653,24397798,8559359,51560598,60119957,932048,680794,11797105,869301,,,4685362,79625,,19754866,-11052660,729613,282178,18795,15767909,332950,483750,25787398,,16726644,,,,5774499,439000,6418459,6857459,28399867,4123467,1594151,605125,,3126453,,9449196,,3741237,,228204,3969441,13418637,14981230,14981230,28399867,,,840076,,,,285273,,6813088,57564644,64377732,38985457,25392275,29050249,-3657974,5690323,2032349,,2032349,0.405819,412684,15030330,,
759615,500148,WENATCHEE VALLEY HOSPITAL,820 N CHELAN AVENUE,WENATCHEE,WA,98807,CHELAN,48300,U,STH,1,2,01/01/2023,06/30/2023,367.06,,,347,16,891,11,1991,,64,6,155,20,,347,16,891,11,1991,,64,6,155,536935,871918,914707,5975674,39704285,105483358,1768891,96010562,9430932,189250822,198681754,6897509,3895772,39704285,2147847,,,15312451,,,37244822,,10046,1564904,,-5423738,217394,579376,11587749,,5851322,21865154,,,19887135,38006391,5000427,43006818,57470215,1758616,5982865,,1805720,,11607,9558808,,34155013,,24573976,58728989,68287797,-10817582,-10817582,57470215,,534306,,,7173,0.0537,,,9112289,322350796,331463085,184613767,146849318,145187643,1661675,3440055,5101730,,5101730,0.483238,7608401,26217657,,
760885,250172,DELTA HEALTH-HIGHLAND HILLS,401 GETWELL DRIVE,SENATOBIA,MS,38668,TATE,32820,U,STH,1,9,10/01/2022,04/30/2023,67.22,,,178,10,552,15,3180,,65,3,172,15,,178,10,552,15,3180,,65,3,172,,,,,3944271,3234892,85051,6044508,1581176,16558793,18139969,416455,,3944271,,,,395719,,,4411642,-3718480,,,,-21434,,,,,,,,,,,,,-21434,91953,,,,,173268,265221,,,-4493327,,-4493327,-4228106,4206672,4206672,-21434,,,446841,,,,,,1491176,18419295,19910471,14940902,4969569,7179163,-2209594,561406,-1648188,,-1648188,0.333215,646728,2702254,,
760893,344034,DOROTHEA DIX BEHAVIORAL HEALTH,432 HOSPITAL DRIVE,LINVILLE,NC,28646,AVERY,99934,R,PH,4,2,10/01/2022,06/30/2023,49.11,,,253,840,4694,37,10101,,29,107,600,37,,253,840,4694,37,10101,,29,107,600,,,,,2780848,5114523,416566,7308599,10362125,70195,10432320,,,,,,,122555,,27222,1952114,,21250,,,2123141,,,,,,,,,,,-13286406,-13286406,-11163265,45682,,,,,,45682,,,,,,45682,-11208947,-11208947,-11163265,,,,,,,,,11632869,80601,11713470,9702271,2011199,7895371,-5884172,139223,-5744949,,-5744949,,,,,
760912,510012,PLEASANT VALLEY HOSPITAL,VALLEY DRIVE,POINT PLEASANT,WV,25550-,MASON,99951,R,STH,1,2,10/01/2022,09/30/2023,309.84,,,2501,149,6206,43,15695,,302,37,835,49,,1050,109,2788,38,13870,,302,37,835,426783,1773259,999475,3149481,21986568,37459881,2090725,51918032,25316181,135706724,161022905,6787979,33096,21986568,4215766,,,2066090,,,3391109,,1606970,470959,,8430687,,,10830265,,,,,,10830265,149210,11726177,11875387,31136339,4679372,1864457,123282,,,14865823,21532934,,1922469,,9452090,11374559,32907493,-1771154,-1771154,31136339,,,1943434,,69769,0.1436,,,27174198,132252760,159426958,116722503,42704455,59446602,-16742147,12674610,-4067537,,-4067537,0.322426,2849317,32526077,,
760995,364067,BLUESTONE CHILD AND ADOLESCENT PSYCH,2575 S. BELVOIR BLVD,UNIVERSITY HEIGHTS,OH,44118,,,NA,PH,4,5,01/27/2023,06/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761030,053045,SACRAMENTO REHABILITATION HOSPITAL L,10 ADVANTAGE COURT,SACRAMENTO,CA,95834-2123,SACRAMENTO,40900,U,RH,5,4,03/25/2023,04/30/2023,82.9,,,226,,490,50,1850,,19,,26,50,,226,,490,50,1850,,19,,26,,,,,1002742,874386,128030,1961751,1060419,,1060419,,,,,,,16492,,,2413732,-774313,62771,68026,3381,1790089,,,41678329,49969,118107,3158867,,,44351532,,132373899,132373899,178515520,182682,426001,148388,,,139635083,140392154,,,,43233193,43233193,183625347,-5109827,-5109827,178515520,,,,,,,,,1060419,,1060419,46992,1013427,1877128,-863701,419966,-443735,,-443735,,,,,
761151,250163,PATIENTS CHOICE MED CNT-SMITH CNTY,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,99925,R,STH,1,4,01/01/2023,07/02/2023,6.02,,,,,,19,6935,,8,,8,29,,,,,19,6935,,8,,8,,,,,458860,437584,-18390,758432,115259,,115259,25981,,458860,,,,72178,400000,,9600,,,,,482569,,,157391,,,886259,,,460178,,,,942747,220188,,2562,,,22371,245121,,,2312563,,2312563,2557684,-1614937,-1614937,942747,,,,,,,,,115259,,115259,15793,99466,896444,-796978,69764,-727214,,-727214,6.580241,,,,
761196,033045,REUNION REHABILITATION HOSPITAL PEOR,13451 N 94TH DR,PEORIA,AZ,85381,MARICOPA,38060,U,RH,5,6,04/15/2023,07/31/2023,,,,674,18,1103,40,4320,,65,1,103,40,,674,18,1103,40,4320,,65,1,103,,,,,1576790,1819034,95209,3218445,4249355,,4249355,,,1576790,,,,667193,,,2059372,,33157,256500,,3016222,,,,,,1605893,,,1849977,,,21247,4887446,291026,293691,,,,3646364,4231081,,1849367,,,1849367,6080448,-1193002,-1193002,4887446,,,,,,,,,4249355,,4249355,2294982,1954373,3395824,-1441451,-2,-1441453,,-1441453,,,,,
761298,250043,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,NESHOBA,99925,R,STH,1,9,10/01/2022,09/30/2023,290.47,,,1047,314,2355,38,13870,,301,127,724,193,,1016,314,2324,38,13870,,301,127,724,411946,4745367,2894663,2927142,28446182,25316412,2692654,47390359,23147342,65971106,89118448,3608524,656945,28446182,,,,14759000,10744559,,17996505,-7306207,567626,677199,517250,38683779,1568489,649352,30567750,,7896212,23453006,,,30356049,,,,69039828,843619,1859858,481537,894571,,965782,5045367,,3768807,,,3768807,8814174,60225654,60225654,69039828,,,1702991,,36359,0.0854,,,27582599,69647388,97229987,47533659,49696328,53762594,-4066266,2808712,-1257554,,-1257554,0.531768,8079617,13995842,156582,355532
761425,050660,USC NORRIS CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,CA,90033-,LOS ANGELES,31084,U,STH,3,2,10/01/2022,09/30/2023,752.21,14.02,,3659,1269,14527,60,21900,,451,116,1491,60,,3100,1118,12430,53,19345,,451,116,1491,,,,,86365787,365169418,16375834,474961345,314626322,1510179757,1824806079,,,,,,,1888604,,,177922181,-87629393,14091713,1844245,14008265,104771435,,,38963883,,,135588126,,,73991668,,10444,10444,178773547,33293314,8807387,,,,319682116,361782817,,,,,,361782817,-183009270,-183009270,178773547,,,,,,,,,314642923,1510784332,1825427255,1302362763,523064492,451535205,71529287,66815271,138344558,35,138344523,,,,,
761493,014012,MARY S HARPER GERIATRIC PSYCH CEN,201 UNIVERSITY BOULEVARD,TUSCALOOSA,AL,35402-,TUSCALOOSA,46220,U,PH,4,10,10/01/2022,09/30/2023,335.29,,,130,12539,23518,126,45990,,12,57,69,126,,130,12539,23518,126,45990,,12,57,69,,,,,12682352,15752316,148007,33629149,26742317,11765,26754082,,,,,,,,,,,,,,,,,,,,1525428,,,,501094,,-2136898,-2136898,-1635804,,,,,,,,,,,,,,-1635804,-1635804,-1635804,,,,,,,,,26742317,11765,26754082,,26754082,28434668,-1680586,44782,-1635804,,-1635804,,,,,
761636,110161,NORTHSIDE HOSPITAL,1000 JOHNSON FERRY ROAD  NE,ATLANTA,GA,30342-,FULTON,12060,U,STH,1,2,10/01/2022,09/30/2023,9885.66,,,24841,36785,227906,673,245645,,3794,7960,34079,673,,20758,23165,139709,436,159140,,3794,7960,34079,130058656,97408613,149261371,149261371,1045185308,2028203392,118345257,1988302389,2879376189,7277264219,10156640408,265534722,,1045185308,72383452,,,472468908,,,1479060166,-1153353248,57298008,66305052,1546460872,2468239758,,,,,,1960672096,,,692094529,,866325682,866325682,4026659969,,262154667,,,,253627687,515782354,,,,373619167,373619167,889401521,3137258448,3137258448,4026659969,,,45601222,,2245860,0.197,,,2905907225,8319169607,11225076832,8430524474,2794552358,3042378132,-247825774,554798151,306972377,,306972377,0.195764,101873331,680402448,,
761638,130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN ST,REXBURG,ID,83440-0310,MADISON,99913,R,STH,1,9,10/01/2022,09/30/2023,535.48,1.92,,747,2886,7711,53,19345,,204,539,1942,65,,684,1075,4209,35,12775,,204,539,1942,133881,4497204,2108648,2108648,38108030,58144663,6243900,80739247,51696875,131609670,183306545,9624734,,38108030,1623040,,,18803204,,,52043474,-34782947,2903995,3731428,,44055142,2457599,1822329,81384267,,8649118,50476309,,,53298540,47668210,3315911,50984121,148337803,1460281,10014632,,4019627,,260792,15755332,41435372,,,,41435372,57190704,91147099,91147099,148337803,,,1886485,,56595,0.12,805541,37466,56659846,145800968,202460814,104462254,97998560,96252693,1745867,5075537,6821404,13443,6807961,0.44046,13409285,44059362,,
761834,370030,BLACKWELL REGIONAL HOSPITAL,710 SOUTH 13TH,BLACKWELL,OK,74631,KAY,99937,R,STH,1,13,01/01/2023,06/30/2023,30.28,,,179,42,408,34,6154,,59,13,127,34,,179,42,408,34,6154,,59,13,127,245948,1033296,491439,1213648,2518185,2295530,65505,7016745,3477900,26921757,30399657,419278,23928,2518185,8421,,,-52813,,,10697057,-7954170,76254,,22297125,25063453,,,,,,,,,,,,,25063453,507645,,,,,,507645,,,,,,507645,24555808,24555808,25063453,,368915,,,,,,,3477900,26921757,30399657,26876356,3523301,4813715,-1290414,26491,-1263923,,-1263923,0.230817,914650,7091589,,
762131,523031,GREEN BAY REHABILITATION HOSPITAL,1110 KEPLER DRIVE,GREEN BAY,WI,54311,BROWN,24580,U,RH,5,4,05/05/2023,07/31/2023,66.24,,,444,,1171,40,3520,,33,,76,40,,444,,1171,40,3520,,33,,76,,,,,1523995,1652462,271640,3210785,2597332,,2597332,,,,,,,23663,,,2774881,-989128,45409,12152,,1866977,,,14660668,,231556,2577347,,,16826888,,19580384,19580384,38274249,204197,287513,76601,,,27332424,27900735,,,,14732028,14732028,42632763,-4358514,-4358514,38274249,,,,,,,,,2597332,,2597332,794653,1802679,3176457,-1373778,3623,-1370155,,-1370155,,,,,
762196,370139,PERRY MEMORIAL HOSPITAL,501 N 14TH STREET,PERRY,OK,73077,NOBLE,99937,R,STH,1,13,01/01/2023,03/31/2023,11.65,,,47,,56,26,2340,,14,,20,26,,47,,56,26,2340,,14,,20,9440,366283,136442,625112,1050838,1241458,34212,2770339,859704,7134549,7994253,156763,14938,1050838,79012,,,-59630,,,4773904,-3509783,103257,337,,19484837,,,681442,,,,,,681442,,,,20166279,-37308,,,,,,-37308,,,,,,-37308,20203587,20203587,20166279,,97544,,,,,,,963904,7030349,7994253,6685605,1308648,2292296,-983648,183878,-799770,,-799770,0.346541,24374,1480472,,
762236,010051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,46220,U,STH,1,9,10/01/2022,09/30/2023,53.11,,,69,1226,1878,20,7300,,12,201,281,92,,69,1226,1878,20,7300,,12,201,281,,36173,33640,1896043,5042712,7057114,71952,11171269,8009496,4002830,12012326,502698,35811,5042712,913153,,,,,,,,,,,,,,,,,,,,,,2537444,2537444,2537444,,,,,,,,,,,,,,2537444,2537444,2537444,,,51354,,1541,0.12,,,5948024,4064431,10012455,1,10012454,12099826,-2087372,2754630,667258,,667258,0.929984,1765173,4124134,,
762411,250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,99925,R,STH,1,9,10/01/2022,09/30/2023,82.64,,,1452,,1709,20,7300,,3,,4,130,,12,,17,20,7300,,3,,4,,,,203982,9997469,7887175,109965,16554477,11084106,8022277,19106383,1053893,85468,9997469,,,,23520611,,,3210313,-1689502,130850,144943,,26513551,,,,,,16098937,,,4359634,,,,30873185,188655,801082,98942,,,770124,1858803,,,,,,1858803,29014382,29014382,30873185,,,15955,,,,,,11776247,8021692,19797939,4296701,15501238,17884644,-2383406,1339399,-1044007,,-1044007,0.866437,63746,308999,,
762795,110111,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON RD  NE,THOMSON,GA,30824,,12260,U,STH,1,8,01/01/2023,06/30/2023,114.79,,,590,90,2045,25,4525,,110,28,449,25,,462,90,1423,25,4525,,110,28,449,817683,1992547,1260605,1260605,4183919,8171862,703209,12073865,9687416,45082932,54770348,1040045,,4183919,83462,,,18165435,,,10375960,-5778784,986665,,176958,45526141,2250000,2063500,19044118,,39951,3518189,,,25234281,,,,70760422,9125301,1219180,,1175693,,-225,11988490,,,,21668435,21668435,33656925,37103495,37103495,70760420,,713192,,,,,,,10846667,43923780,54770447,39633343,15137104,12355781,2781323,312081,3093404,,3093404,0.220445,1182143,6461406,,
762842,420072,HAMPTON REGIONAL MEDICAL CENTER,503 CAROLINA WEST,VARNVILLE,SC,29944,HAMPTON,99942,R,STH,1,2,10/01/2022,09/30/2023,190.19,,,600,105,2366,32,11680,,154,18,551,32,,531,89,1987,26,9490,,154,18,551,576353,3356015,1706695,2124884,15377239,14271610,2185175,25481056,11834478,63906279,75740757,1992274,248969,15377239,169384,,,1450009,561772,,14726624,-9685072,538175,398579,,24270999,296240,2505633,25486392,,1178669,16893781,,,17926450,13326935,3709717,17036652,59234101,1078363,1297577,,806100,,663707,3845747,31619153,,,2786846,34405999,38251746,20982355,20982355,59234101,,,1141195,,14693,0.0515,,,12038825,69680756,81719581,54027282,27692299,29648849,-1956550,2100589,144039,,144039,0.336425,2341230,10996541,,
762915,373038,OKLAHOMA CITY REHABILITATION HOSPITA,10240 BROADWAY EXT.,OKLAHOMA CITY,OK,73114,OKLAHOMA,36420,U,RH,5,6,11/29/2022,08/31/2023,,,,4288,26,5912,40,11040,,395,3,538,40,,4288,26,5912,40,11040,,395,3,538,,,,,5327984,5207508,220652,10046589,19988211,,19988211,,,5327984,,,,2331147,,,2253370,,31699,80702,,4696918,,,,,,1396530,,,1475005,,,20191,6192114,2669442,302361,,,,216434,3188237,,1693579,,,1693579,4881816,1310298,1310298,6192114,,,,,,,,,19998903,,19998903,9287462,10711441,10535492,175949,16609,192558,,192558,,,,,
762968,140052,OSF SAINT ANTHONYS HEALTH CENTER,1 SAINT ANTHONYS WAY,ALTON,IL,62002-4568,MADISON,41180,U,STH,1,1,10/01/2022,09/30/2023,365.09,,,2710,203,8420,49,17885,,749,67,2371,49,,2360,175,7242,38,13870,,749,67,2371,1718708,3532916,2479169,9755924,30710070,68345528,4948486,83727304,86325810,332451032,418776842,8325538,754344,30836073,594909,,,-136540658,,,37513063,-27047371,2540111,182904,487759,-122864192,1080000,7092848,76806615,,,35821585,,,40261937,2427666,5595850,8023516,-74578739,1315808,296551,,,133050,3152202,4897611,,,,21781773,21781773,26679384,-103470096,-101258123,-74578739,,,7041336,,211240,0.12,,,86341709,333674688,420016397,325331296,94685101,99055598,-4370497,1810362,-2560135,1130006,-3690141,0.199933,12165766,97245184,,
763150,373037,TULSA REHABILITATION HOSPITAL,7909 SOUTH 101ST EAST AVENUE,TULSA,OK,74113,TULSA,46140,U,RH,5,6,10/18/2022,08/31/2023,,,,5427,135,7867,40,12720,,477,7,688,40,,5427,135,7867,40,12720,,477,7,688,,,,,6351656,7360113,265153,12979224,26281633,,26281633,,,6351656,,,,878306,,,1909744,,85214,71709,,2944973,,,,15623,,1460188,,,37704000,,,1226055,41875028,514677,325893,,,,117340,957910,,40127522,,,40127522,41085432,789596,789596,41875028,,,,,,,,,26281633,,26281633,13480556,12801077,13711769,-910692,8903,-901789,,-901789,,,,,
763161,420067,BEAUFORT MEMORIAL HOSPITAL,955 S. RIBAUT ROAD,BEAUFORT,SC,29902-,BEAUFORT,25940,R,STH,1,9,10/01/2022,09/30/2023,1395.62,,,9714,1935,32047,167,60955,,2405,591,7876,195,,9445,1396,27645,155,56575,,2405,591,7876,1731824,26963657,7900619,8069934,116738225,186479843,10030485,208001086,262366264,661951629,924317893,21119711,,116738225,12230984,,,6139371,59768235,,30173032,,8480437,3306327,,109382868,19104940,2276192,121413982,,,104220493,,,149326776,,18624537,18624537,277334181,7166461,,14033190,,,15070150,36269801,,,,182885969,182885969,219155770,58178411,58178411,277334181,,,20429333,,427484,0.0837,,,249738764,796932365,1046671129,758326517,288344612,303218068,-14873456,15785862,912406,,912406,0.225032,18556021,82972172,,
763264,450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450-,YOUNG,99945,R,STH,1,11,10/01/2022,08/03/2023,114.31,,,156,,378,25,7675,,59,,130,25,,156,,378,25,7675,,59,,130,956591,5144562,2496567,2496567,7379653,14801327,939827,18447928,3871849,57832171,61704020,2373051,,7379653,170160,,,10643933,,,8596379,-6746217,492726,377775,,16495260,112182,412983,20915578,2300986,2550336,17678319,,,9579863,,667,667,26075790,901097,339101,84400,155904,,1969026,3449528,,611979,,335945,947924,4397452,21678338,21678338,26075790,,,468651,,,,,,3871849,58069505,61941354,44316747,17624607,22180980,-4556373,6566053,2009680,-585725,2595405,0.298974,1710,10689,,
763306,031313,CARONDELET HOLY CROSS HOSPITAL,1171 W TARGET RANGE ROAD,NOGALES,AZ,85621-,SANTA CRUZ,99903,R,CAH,1,4,10/01/2022,06/30/2023,117.3,,,167,22,2257,25,6825,,36,9,707,25,,119,18,1553,25,6825,,36,9,707,498098,5538387,1167825,7408768,8377869,15019530,808217,18571392,41103579,152498913,193602492,,,,,,,24789,,,14886383,-9950474,757181,52715,,6673806,1470000,278635,4182053,,1731073,5069230,,,6911980,,950031,950031,14535817,1349071,698881,,177757,,97379,2323088,,,,1136207,1136207,3459295,11076522,11076522,14535817,,,,,,,,,41103579,152498913,193602492,167038189,26564303,23397399,3166904,548465,3715369,,3715369,0.095925,8936565,83504087,,
763314,070031,THE GRIFFIN HOSPITAL,130 DIVISION STREET,DERBY,CT,06418-,NEW HAVEN,35300,R,STH,1,2,10/01/2022,09/30/2023,1317.67,32.98,,6621,8955,30330,101,41233,,1380,1784,6882,119,,6134,8060,26337,87,36123,,1380,1784,6882,1676243,1770489,2029726,12713717,100815642,138813023,7090391,200394713,354057202,708434410,1062491612,25316198,,100815642,3304933,,907504,21380909,32261105,,27680500,-6641200,2503000,2811400,1131651,82676565,5894429,153819,95465159,,26647293,57531548,854195,,80962338,1677635,40801949,42479584,206118487,18884136,,,,,22188510,41072646,,,,111469240,111469240,152541886,53576601,53576601,206118487,,,15574721,,498002,0.1279,19854230,2170306,356761501,712958075,1069719576,841364452,228355124,239628665,-11273541,25672157,14398616,,14398616,0.188608,30412824,217895397,,
763448,454156,VOYAGES OF SUGAR LAND BH,11931 HIGHWAY 6 S,SUGAR LAND,TX,77498,FORT BEND,26420,U,PH,4,4,02/01/2023,06/30/2023,69.03,,,1023,,2865,60,9000,,68,,234,60,,1023,,2865,60,9000,,68,,234,,,,,1995439,2392599,68767,4292251,10023534,,10023534,,,,,,,883959,,,607758,-98221,32537,-56112,,1369921,,,,212269,,914234,,,1032561,,19351647,19351647,21754129,184943,282077,75475,,,218915,761410,,,,19791205,19791205,20552615,1201514,1201514,21754129,,,,,,,,,10023534,,10023534,8448784,1574750,4388038,-2813288,687,-2812601,,-2812601,,,,,
763500,250060,JEFFERSON COUNTY HOSPITAL,809 S. MAIN STREET,FAYETTE,MS,39069-0577,JEFFERSON,99925,R,STH,1,9,10/01/2022,05/31/2023,52.54,,,430,31,620,12,2916,,46,10,83,30,,355,31,545,12,2916,,46,10,83,216451,1030017,579339,579339,2969124,2010422,,4416862,5498090,7036234,12534324,197971,,2969124,,,,2766418,,,6173869,-4140700,50000,,,4883677,45654,59574,6204004,,647632,2757847,60451,,5665579,,2266122,2266122,12815378,327513,,,,,11694606,12022119,,,,,,12022119,793259,793259,12815378,,,229344,,1852,0.0323,,,4994890,7543034,12537924,7597832,4940092,4979546,-39454,-5208,-44662,-2315426,2270764,0.352381,455544,1224292,,
763688,180106,THE MEDICAL CENTER OF ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,99918,R,STH,1,2,04/01/2023,09/07/2023,38.54,,,497,36,1237,20,3200,,87,3,194,20,,320,13,797,20,3200,,87,3,194,78414,420960,200960,200960,2451581,5163031,375804,6525049,4889225,18621603,23510828,638464,,2451581,54893,,,609352,,,2322142,-885398,449922,209571,,2778987,200200,,8404229,,,2501957,,,7679655,,638148,638148,11096790,312183,596085,,,,904865,2777862,,,,,,2777862,8318928,8318928,11096790,,511870,,,15356,0.12,348374,,5870225,17525334,23395559,16346369,7049190,7614612,-565422,166236,-399186,,-399186,0.277534,1122582,6939887,,
763817,110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513-6248,FANNIN,99911,R,STH,1,4,01/01/2023,06/30/2023,61.29,,,206,28,609,50,8700,,77,13,210,50,,180,26,546,45,7830,,77,13,210,1077129,3290789,1659862,1659862,4703799,11066202,561977,15097965,11562336,75796072,87358408,831219,,4718925,209982,,,,,,,,,,4757264,4757264,,,,,,,,,,,4211,-813796,3943468,,,,,,,18313797,,,,,,18313797,-14370329,-14370329,3943468,,569255,,,,,,,11562336,75796073,87358409,74809439,12548970,15770001,-3221031,255010,-2966021,15,-2966036,0.172828,1080287,10292513,,
763819,131302,NORTH CANYON MEDICAL CENTER,267 NORTH CANYON DRIVE,GOODING,ID,83330-,GOODING,99913,R,CAH,1,2,10/01/2022,09/30/2023,271.34,,,559,100,1251,16,5840,,127,44,338,16,,417,97,1023,16,5840,,127,44,338,205597,1508306,1011607,1011607,24920261,33913443,3824030,46820242,9135448,78480448,87615896,,,,,,,12932290,555663,,18288477,-8697000,936044,565632,2432042,27774094,3750757,4536023,38299040,,,22246084,,639611,31563311,2221397,3660654,5882051,65219456,4506218,3061720,,,,2223702,10156640,36435892,,,35792,36471684,46628324,18591132,18591132,65219456,,,,,,,,,10757662,102555898,113313560,51224728,62088832,58833704,3255128,1987553,5242681,1508306,3734375,0.534381,10363703,17983050,,
763830,250097,SOUTHWEST MS REGIONAL MED CENTER,215 MARION AVENUE,MCCOMB,MS,39648,PIKE,99925,R,STH,1,8,10/01/2022,09/30/2023,824.95,,,6527,3097,18522,97,35405,,1292,1088,3907,97,,4306,1748,11965,69,25185,,1292,1088,3907,1842988,15651886,6347282,6347282,67686925,89091170,5201023,119761208,98916831,319693146,418609977,9343026,344816,67686925,834790,,,-527953,2385705,,120077289,-99511850,4286233,1470839,317000,42113985,655298,3082102,60123030,1680745,1884130,96815849,,,23531352,2421771,8148308,10570079,76215416,22780580,5717942,1121540,,,28891425,66981020,,16290323,,108817,16399140,83380160,-7164744,-7164744,76215416,,,12211159,,482036,0.1579,,,97547817,353780893,451328710,319366134,131962576,156778095,-24815519,14885140,-9930379,,-9930379,0.286093,27008445,62763677,445787,1416795
